"Title","Domain","File"
"涓轰粈涔堣绠楁満鑺墖澶ч兘閲囩敤浣庣數鍘嬪ぇ鐢垫祦鐨勪緵鐢垫柟妗堬紵   鑰佺嫾 鐨勫洖绛?page_type: source","tech/soc-pm","src-为什么计算机芯片大都采用低电压大电流的供电方案-老狼-的回答.md"
"浜嗚ВLinux鍐呮牳鍐呭瓨鏄犲皠锛堜簩锛?page_type: source","tech/bsp","src-了解linux内核内存映射-二.md"
"浠€涔堟槸IOMMU锛?  鍖垮悕鐢ㄦ埛 鐨勫洖绛?page_type: source","tech/bsp","src-什么是iommu-匿名用户-的回答.md"
"浠€涔堟槸瀹夊叏鍚姩锛熻繖鏄墿鑱旂綉瀹夊叏鐨勮捣鐐?page_type: source","tech/bsp","src-什么是安全启动-这是物联网安全的起点.md"
"浠€涔堟槸鑺墖棰嗗煙鐨勨€滄晱鎹疯璁★紙Agile Development锛夆€濓紵   閮泟椋?鐨勫洖绛?page_type: source","tech/soc-pm","src-什么是芯片领域的-敏捷设计-agile-development-郭雄飞-的回答.md"
"浠婃棩闈㈣瘯棰? Linux鎿嶄綔瀵勫瓨鍣ㄥ墠涓轰粈涔堣ioremap","tech/bsp","src-今日面试题-linux操作寄存器前为什么要ioremap.md"
"浠庝綆閫烣lash鍒伴珮閫烡ram锛岃緭鍑虹數璺璁＄殑涓嶅悓鐐?page_type: source","tech/dram","src-从低速flash到高速dram-输出电路设计的不同点.md"
"浠庡唴鏍稿皬鐧藉埌澶х鈥斺€斿浘褰㈤┍鍔ㄥ熀纭€","tech/bsp","src-从内核小白到大神-图形驱动基础.md"
"浠庣數璺簳灞傛潵浜嗚ВCPU涓柇鏈哄埗","tech/peripheral","src-从电路底层来了解cpu中断机制.md"
"浠庣‖浠舵灦鏋勪笌杞欢鏋舵瀯鐪婽rustZone V2.0","tech/bsp","src-从硬件架构与软件架构看trustzone-v2-0.md"
"浣庡姛鑰楄璁″熀纭€锛歅ower Gating璇﹁В","tech/soc-pm","src-低功耗设计基础-power-gating详解.md"
"浣庡姛鑰楄璁＄殑RTL coding鏂规硶","tech/soc-pm","src-低功耗设计的rtl-coding方法.md"
"浣曚负鏂囦欢绯荤粺锛屼綍涓烘牴鏂囦欢绯荤粺锛?  瀹呭閮ㄨ惤 鐜嬪埄娑?鐨勫洖绛?page_type: source","tech/bsp","src-何为文件系统-何为根文件系统-宅学部落-王利涛-的回答.md"
"淇℃伅瀹夊叏锛氳蒋浠惰璇侊紙Authentication锛?page_type: source","tech/bsp","src-信息安全-软件认证-authentication.md"
"淇℃伅瀹夊叏鍩虹锛氬垵璇哖ublic Key","tech/bsp","src-信息安全基础-初识public-key.md"
"鍏堣繘灏佽鎶€鏈鏅細浠€涔堟槸鎵囧嚭鍨嬪皝瑁匜an out  Packaging锛熶粈涔堟槸FOWLP銆丗OCoS鍜孖nFO","tech/soc-pm","src-先进封装技术科普-什么是扇出型封装fan-out-packaging-什么是fowlp-focos和.md"
"鍐呭瓨锛圖RAM锛夌殑杩炵画璇诲啓閫熷害鍜岄殢鏈鸿鍐欓€熷害鏄竴鏍风殑鍚楋紵   鑰佺嫾 鐨勫洖绛?page_type: source","tech/dram","src-内存-dram-的连续读写速度和随机读写速度是一样的吗-老狼-的回答.md"
"鍐呭瓨  椤哄簭IO","tech/bsp","src-内存-顺序io.md"
"鍐呭瓨涓轰粈涔堣Training 鍐呭瓨鍒濆鍖栦唬鐮佷负浠€涔堟槸BIOS涓殑鍙︾被锛?page_type: source","tech/dram","src-内存为什么要training-内存初始化代码为什么是bios中的另类.md"
"鍐呭瓨寤惰繜锛氬洜涓庢灉","tech/dram","src-内存延迟-因与果.md"
"鍐呭瓨鏄犲皠IO (MMIO) 绠€浠?page_type: source","tech/soc-pm","src-内存映射io-mmio-简介.md"
"鍐呭瓨鏄€庝箞鏄犲皠鍒扮墿鐞嗗湴鍧€绌洪棿鐨勶紵鍐呭瓨鏄繛缁垎甯冪殑鍚楋紵","tech/dram","src-内存是怎么映射到物理地址空间的-内存是连续分布的吗.md"
"鍐呭瓨绠＄悊(涓€)锛氭繁鍏ョ悊瑙ｇ‖浠跺師鐞嗗拰鍒嗛〉绠＄悊鍖哄埆","tech/dram","src-内存管理-一-深入理解硬件原理和分页管理区别.md"
"鍐呭瓨绯诲垪涓夛細鍐呭瓨鍒濆鍖栨祬鏋?page_type: source","tech/dram","src-内存系列三-内存初始化浅析.md"
"鍐呭瓨绯诲垪浜岋細娣卞叆鐞嗚В纭欢鍘熺悊","tech/dram","src-内存系列二-深入理解硬件原理.md"
"鍐呭瓨绯诲垪瀛︿範锛堜竴锛夛細涓囧瓧闀挎枃甯︿綘鎼炲畾MMU&TLB&TWU","tech/bsp","src-内存系列学习-一-万字长文带你搞定mmu-tlb-twu.md"
"鍐呭瓨绯荤粺锛欴RAM, DDR 涓嶮emory Controller 涔嬩簩","tech/dram","src-内存系统-dram-ddr-与memory-controller-之二.md"
"鍐呭瓨鑳藉惁8G鍜?G缁勫弻閫氶亾锛?  lizj 鐨勫洖绛?page_type: source","tech/dram","src-内存能否8g和2g组双通道-lizj-的回答.md"
"鍒嗘瀽linux鍐呮牳qspi椹卞姩灞傛","tech/peripheral","src-分析linux内核qspi驱动层次.md"
"鍔熻€楀澶勭悊鍣ㄧ殑闄愬埗绌剁珶鏈夊澶э紵","tech/soc-pm","src-功耗对处理器的限制究竟有多大.md"
"鍗佸勾闂碅SICSoC璁捐鎶€鏈殑鍙樺寲","tech/soc-pm","src-十年间asicsoc设计技术的变化.md"
"鍗婂浣撳巶鍟嗗浣曞仛鑺墖鐨勫嚭鍘傛祴璇曪紵   Ricky Li 鐨勫洖绛?page_type: source","tech/soc-pm","src-半导体厂商如何做芯片的出厂测试-ricky-li-的回答.md"
"鍗婂浣撳巶鍟嗗浣曞仛鑺墖鐨勫嚭鍘傛祴璇曪紵   娓╂垐 鐨勫洖绛?page_type: source","tech/soc-pm","src-半导体厂商如何做芯片的出厂测试-温戈-的回答.md"
"鍗曟牴鍐呭瓨鏉＄殑鏋侀檺瀹归噺鏄灏戯紵鍐呭瓨鏉′笂鐨?R X 8浠ｈ〃浜嗕粈涔堟剰鎬濓紵","tech/dram","src-单根内存条的极限容量是多少-内存条上的2r-x-8代表了什么意思.md"
"鍗曠墖鏈洪€氫俊涓璖PI銆両2C銆乁ART涓夌鎬荤嚎鏈変粈涔堝紓鍚?page_type: source","tech/peripheral","src-单片机通信中spi-i2c-uart三种总线有什么异同.md"
"鍚屼竴bank group page hit鐨勬椂闂存槸tccd_S杩樻槸tccd_L   Ricky Li 鐨勫洖绛?page_type: source","tech/dram","src-同一bank-group-page-hit的时间是tccd_s还是tccd_l-ricky-li-的.md"
"鍚屽瀷鍙峰悓娆?CPU 涓轰粈涔堜細鏈夈€屼綋璐ㄣ€嶄箣鍒嗭紵   Ricky Li 鐨勫洖绛?page_type: source","tech/soc-pm","src-同型号同款-cpu-为什么会有-体质-之分-ricky-li-的回答.md"
"鍚屽瀷鍙峰悓娆?CPU 涓轰粈涔堜細鏈夈€屼綋璐ㄣ€嶄箣鍒嗭紵   yx huang 鐨勫洖绛?page_type: source","tech/soc-pm","src-同型号同款-cpu-为什么会有-体质-之分-yx-huang-的回答.md"
"銆愬惎鍔ㄣ€戣姱鐗囧惎鍔ㄨ繃绋嬪叏瑙ｆ瀽","tech/bsp","src-启动-芯片启动过程全解析.md"
"鍥藉澶х瓒呰缁嗚В璇伙細鑻规灉M1涓轰粈涔堟瘮鑻辩壒灏攛86蹇簡閭ｄ箞澶氾紵","tech/soc-pm","src-国外大神超详细解读-苹果m1为什么比英特尔x86快了那么多.md"
"鍧愬潗鍧愶紒鑱婅亰Secure Upgrade~","tech/bsp","src-坐坐坐-聊聊secure-upgrade.md"
"鍩轰簬ARM Cortex M鐨凷oC瀛樺偍浣撶郴缁撴瀯鍜屽疄鎴?page_type: source","tech/soc-pm","src-基于arm-cortex-m的soc存储体系结构和实战.md"
"鍩轰簬Jacinto 7 SoC鐨処PC搴旂敤","tech/bsp","src-基于jacinto-7-soc的ipc应用.md"
"澶勭悊鍣ㄩ棿閫氫俊锛歁ailBox涓嶮UTEX","tech/bsp","src-处理器间通信-mailbox与mutex.md"
"澶氬浘锛佷粖澶╄亰鑱奙asked ROM","tech/bsp","src-多图-今天聊聊masked-rom.md"
"澶氭牳 CPU 鍜屽涓?CPU 鏈変綍鍖哄埆锛?  鑰佺嫾 鐨勫洖绛?page_type: source","tech/soc-pm","src-多核-cpu-和多个-cpu-有何区别-老狼-的回答.md"
"澶氭牳鐨勬祦琛屾槸鍚﹁〃鏄庡崟涓?CPU 鏍稿績鎬ц兘鐨勬彁鍗囧凡杈剧摱棰堥樁娈碉紵   鍛嗘稕 鐨勫洖绛?page_type: source","tech/soc-pm","src-多核的流行是否表明单个-cpu-核心性能的提升已达瓶颈阶段-呆涛-的回答.md"
"濡備綍浣跨敤OP TEE杩涜鍙俊杞欢寮€鍙?page_type: source","tech/bsp","src-如何使用op-tee进行可信软件开发.md"
"濡備綍鍍忔惌绉湪涓€鏍锋瀯寤篊PU锛烮ntel鍜孉MD閮芥槸鎬庝箞鍋氱殑锛?page_type: source","tech/soc-pm","src-如何像搭积木一样构建cpu-intel和amd都是怎么做的.md"
"濡備綍娣卞叆娴呭嚭鍦扮悊瑙DR Controller锛?page_type: source","tech/dram","src-如何深入浅出地理解ddr-controller.md"
"濡備綍璁捐浣庡姛鑰桽OC锛堝洓锛岄檷鐢靛帇棰戠巼锛?page_type: source","tech/soc-pm","src-如何设计低功耗soc-四-降电压频率.md"
"濡備綍璁捐鍏锋湁寮哄ぇdebug鑳藉姏鐨処C绯荤粺","tech/soc-pm","src-如何设计具有强大debug能力的ic系统.md"
"濡備綍閫夋嫨DRAM锛?page_type: source","tech/dram","src-如何选择dram.md"
"瀛楃璁惧椹卞姩","tech/bsp","src-字符设备驱动.md"
"瀹夊叏寮曞鍜屽姞瀵嗘暟鎹瓨鍌?page_type: source","tech/bsp","src-安全引导和加密数据存储.md"
"ifdef CONFIG_AUTOBOOT_KEYED","tech/bsp","src-完全理解arm启动流程-uboot-kernel.md"
"瀵勫瓨鍣ㄧ殑閫熷害涓轰綍姣斿唴瀛樻洿蹇紵   psubunwell 鐨勫洖绛?page_type: source","tech/dram","src-寄存器的速度为何比内存更快-psubunwell-的回答.md"
"瀵逛簬Linux搴曞眰椹卞姩鐨勭畝鍗曡鐭?page_type: source","tech/bsp","src-对于linux底层驱动的简单认知.md"
"瀵规姉鍐呭瓨鐗╃悊璇诲彇鏀诲嚮鐨勫埄鍣細Intel TME鍜孉MD SME","tech/dram","src-对抗内存物理读取攻击的利器-intel-tme和amd-sme.md"
"宓屽叆寮忕郴缁熶腑锛孎LASH 涓殑绋嬪簭浠ｇ爜蹇呴』鎼埌 RAM 涓繍琛屽悧锛?  鏌愪汉 鐨勫洖绛?page_type: source","tech/bsp","src-嵌入式系统中-flash-中的程序代码必须搬到-ram-中运行吗-某人-的回答.md"
"甯︿綘娣卞叆鐞嗚В鍐呭瓨瀵归綈鏈€搴曞眰鍘熺悊","tech/dram","src-带你深入理解内存对齐最底层原理.md"
"搴曞眰杞欢  鍗佸垎璇︾粏锛屼负浜嗗涔犺澶囨爲锛屾垜鍐欎簡5w瀛楃瑪璁帮紒","tech/bsp","src-底层软件-十分详细-为了学习设备树-我写了5w字笔记.md"
"鎬荤粨DWC LPDDR MC鐨勫Bank 鐨勪徊瑁侊紙Arbitration锛夊拰閲嶆帓搴忥紙Reordering锛夋満鍒?page_type: source","tech/dram","src-总结dwc-lpddr-mc的多bank-的仲裁-arbitration-和重排序-reorderi.md"
"鎵嬫満涓殑LPDDR涓轰粈涔堜笉鑳芥浛浠ｇ數鑴戦噷鐨凞DR锛熻皝閫熷害鏇村揩锛?page_type: source","tech/dram","src-手机中的lpddr为什么不能替代电脑里的ddr-谁速度更快.md"
"鎸佺画婕旇繘璧勬枡鏁寸悊锛氬彲浠ュ涔?N 灏忔椂鐨?DDR","tech/dram","src-持续演进资料整理-可以学习-n-小时的-ddr.md"
"鎼濪DR锛屼綘鏄彲浠ョ湅鐪嬫垜鐨勮繖绡囩瑪璁?page_type: source","tech/dram","src-搞ddr-你是可以看看我的这篇笔记.md"
"鎼濪DR蹇呮噦鐨勫叧閿妧鏈瑪璁帮細娣卞叆鎺㈢┒DDR鐗╃悊缁撴瀯","tech/dram","src-搞ddr必懂的关键技术笔记-深入探究ddr物理结构.md"
"鏁版嵁蹇€掔珯鈥斺€旀帰绱IFO涓嶥MA","tech/peripheral","src-数据快递站-探索fifo与dma.md"
"鏅鸿兘 IC 鍗℃妧鏈潅璋?page_type: source","tech/peripheral","src-智能-ic-卡技术杂谈.md"
"鏅鸿兘缁堢瀹夊叏锛氱‖浠跺畨鍏ㄦ妧鏈€斿姞瀵嗚姱鐗?page_type: source","tech/bsp","src-智能终端安全-硬件安全技术-加密芯片.md"
"鏈€鍏ㄦ渶瀹屾暣鐨刄boot璧勬枡锛岀湅瀹屼綘灏辨噦浜?page_type: source","tech/bsp","src-最全最完整的uboot资料-看完你就懂了.md"
"銆愭湳銆戞€庢牱缁曡繃Linux kernel鍦ㄧ敤鎴锋€佹搷绾电‖浠?page_type: source","tech/bsp","src-术-怎样绕过linux-kernel在用户态操纵硬件.md"
"鏉ユ潵鏉ワ紒鑱婅亰Secure Debug~","tech/bsp","src-来来来-聊聊secure-debug.md"
"娴呰ВNUMA鏈哄埗 1","tech/dram","src-浅解numa机制-1.md"
"娴呰ВNUMA鏈哄埗","tech/dram","src-浅解numa机制.md"
"娴呰皥绋嬪簭涓殑text娈点€乨ata娈靛拰bss娈?page_type: source","tech/bsp","src-浅谈程序中的text段-data段和bss段.md"
"娴嬭瘯cache澶у皬 C璇█瀹炵幇","tech/bsp","src-测试cache大小-c语言实现.md"
"娴嬭瘯鍐呭瓨璇诲彇閫熺巼","tech/bsp","src-测试内存读取速率.md"
"娣卞叆鍐呭瓨涓诲瓨锛氳В鍓朌RAM瀛樺偍鍣?page_type: source","tech/dram","src-深入内存主存-解剖dram存储器.md"
"娣卞叆鐞嗚ВCPU鍜屽紓鏋勮绠楄姱鐗嘒PUFPGAASIC 锛堜笅绡囷級","tech/soc-pm","src-深入理解cpu和异构计算芯片gpufpgaasic-下篇.md"
"娣卞叆瑙ｆ瀽SoC鎬ц兘鍒嗘瀽锛歐hat銆乄hy 浠ュ強 How 锛?2锛?page_type: source","tech/soc-pm","src-深入解析soc性能分析-what-why-以及-how-12.md"
"insmod  leddrv.ko","tech/peripheral","src-深度-gpio和pinctrl子系统的使用-附免费视频.md"
"銆愭繁搴︺€戦煢涓滃北锛氫竴鏂囩湅鎳俵inux瀵逛腑鏂鐞嗙殑鍓嶄笘浠婄敓(闄勫厤璐硅棰?","tech/bsp","src-深度-韦东山-一文看懂linux对中断处理的前世今生-附免费视频.md"
"鐢垫簮绠＄悊鍏ラ棬 10 OPP浠嬬粛","tech/bsp","src-电源管理入门-10-opp介绍.md"
"鐢垫簮绠＄悊鍏ラ棬 11Regulator椹卞姩","tech/bsp","src-电源管理入门-11regulator驱动.md"
"鐢垫簮绠＄悊鍏ラ棬 12 clock椹卞姩","tech/bsp","src-电源管理入门-12-clock驱动.md"
"鐢垫簮绠＄悊鍏ラ棬 13Thermal 鐑鐞?page_type: source","tech/bsp","src-电源管理入门-13thermal-热管理.md"
"鐢垫簮绠＄悊鍏ラ棬 14 Watchdog","tech/bsp","src-电源管理入门-14-watchdog.md"
"鐢垫簮绠＄悊鍏ラ棬 15 PM QoS","tech/bsp","src-电源管理入门-15-pm-qos.md"
"鐢垫簮绠＄悊鍏ラ棬 16 椹卞姩Runtime PM绠＄悊","tech/bsp","src-电源管理入门-16-驱动runtime-pm管理.md"
"鐢垫簮绠＄悊鍏ラ棬 17 Power supply瀛愮郴缁?page_type: source","tech/bsp","src-电源管理入门-17-power-supply子系统.md"
"鐢垫簮绠＄悊鍏ラ棬 18 Power Domain绠＄悊","tech/bsp","src-电源管理入门-18-power-domain管理.md"
"鐢垫簮绠＄悊鍏ラ棬 19 寰唴鏍镐腑鐨勭數婧愮鐞?page_type: source","tech/bsp","src-电源管理入门-19-微内核中的电源管理.md"
"鐢垫簮绠＄悊鍏ラ棬 1鍏虫満閲嶅惎璇﹁В","tech/bsp","src-电源管理入门-1关机重启详解.md"
"鐢垫簮绠＄悊鍏ラ棬 20 Hypervisor涓殑鐢垫簮绠＄悊","tech/bsp","src-电源管理入门-20-hypervisor中的电源管理.md"
"鐢垫簮绠＄悊鍏ラ棬 21 鑺墖璁捐涓殑鐢垫簮绠＄悊","tech/bsp","src-电源管理入门-21-芯片设计中的电源管理.md"
"鐢垫簮绠＄悊鍏ラ棬 2寮€鏈鸿瑙?page_type: source","tech/bsp","src-电源管理入门-2开机详解.md"
"鐢垫簮绠＄悊鍏ラ棬 3 CPU鐑彃鎷攈otplug","tech/bsp","src-电源管理入门-3-cpu热插拔hotplug.md"
"鐢垫簮绠＄悊鍏ラ棬 4瀛愮郴缁焤eset","tech/bsp","src-电源管理入门-4子系统reset.md"
"鐢垫簮绠＄悊鍏ラ棬 5 arm scmi鍜宮ailbox鏍搁棿閫氫俊","tech/bsp","src-电源管理入门-5-arm-scmi和mailbox核间通信.md"
"鐢垫簮绠＄悊鍏ラ棬 6 CPUFreq","tech/bsp","src-电源管理入门-6-cpufreq.md"
"鐢垫簮绠＄悊鍏ラ棬 7 DevFreq","tech/bsp","src-电源管理入门-7-devfreq.md"
"鐢垫簮绠＄悊鍏ラ棬 8 浼戠湢鍞ら啋","tech/bsp","src-电源管理入门-8-休眠唤醒.md"
"鐢垫簮绠＄悊鍏ラ棬 9 CPU Idle","tech/bsp","src-电源管理入门-9-cpu-idle.md"
"鐢垫簮绠＄悊鍏ラ棬 寮€绡囧嵆宸呭嘲","tech/bsp","src-电源管理入门-开篇即巅峰.md"
"鐢垫簮绠＄悊鍏ラ棬 姹囨€荤瘒","tech/bsp","src-电源管理入门-汇总篇.md"
"鐢佃剳鐨?RAM 浣跨敤杈冨鏄惁浼氭瘮鍗犵敤鐜囧亸浣庢椂璐圭數锛?  鑰佺嫾 鐨勫洖绛?page_type: source","tech/soc-pm","src-电脑的-ram-使用较多是否会比占用率偏低时费电-老狼-的回答.md"
"鐢佃剳纭欢鍏ラ棬鈥斺€斿熀纭€涔嬭绠楁満鏋舵瀯","tech/soc-pm","src-电脑硬件入门-基础之计算机架构.md"
"纭殑浣跨敤dd杩涜纾佺洏璇诲啓閫熷害娴嬭瘯","tech/bsp","src-确的使用dd进行磁盘读写速度测试.md"
"绗旇鏈數鑴戞槸8g鍐呭瓨锛屾兂鍔犲唴瀛橈紝鏄?鉃?2g濂斤紝杩樻槸涓ゆ潯閮芥槸16g濂斤紵   鑰佺嫾 鐨勫洖绛?page_type: source","tech/dram","src-笔记本电脑是8g内存-想加内存-是8-32g好-还是两条都是16g好-老狼-的回答.md"
"銆愮郴缁烡FX銆戝浣曡瘖鏂崰鐢ㄨ繃澶?CPU銆佸唴瀛樸€両O 绛夌殑绁炵杩涚▼锛?page_type: source","tech/bsp","src-系统dfx-如何诊断占用过多-cpu-内存-io-等的神秘进程.md"
"銆愮郴缁熷惎鍔ㄣ€?W瀛楃悊娓匲Boot濡備綍璺宠浆Kernel鈥攗boot涓巐inux浜ょ晫","tech/bsp","src-系统启动-3w字理清uboot如何跳转kernel-uboot与linux交界.md"
"銆愮郴缁熷惎鍔ㄣ€慘ernel鎬庝箞璺宠浆鍒癆ndroid锛歭inux涓庡畨鍗撶殑浜ょ晫","tech/bsp","src-系统启动-kernel怎么跳转到android-linux与安卓的交界.md"
"銆愮郴缁熷惎鍔ㄣ€憉boot鍚姩娴佺▼婧愮爜鍒嗘瀽","tech/bsp","src-系统启动-uboot启动流程源码分析.md"
"缁煎悎鑳藉姏璁粌锛氬湪鏍戣帗娲句笂鍔ㄦ墜鍐欎竴涓皬OS锛?锛夛細瀹為獙鍓嶅噯澶?page_type: source","tech/bsp","src-综合能力训练-在树莓派上动手写一个小os-1-实验前准备.md"
"鑱婅亰Linux鐨凞MA鏈哄埗","tech/peripheral","src-聊聊linux的dma机制.md"
"鑱婅亰Secure Storage~","tech/bsp","src-聊聊secure-storage.md"
"鑱婅亰SOC鍚姩锛堜竴锛?armv8鍚姩鎬讳綋娴佺▼","tech/bsp","src-聊聊soc启动-一-armv8启动总体流程.md"
"鑱婅亰SOC鍚姩锛堜竷锛?SPL鍚姩鍒嗘瀽","tech/bsp","src-聊聊soc启动-七-spl启动分析.md"
"if DEBUG","tech/bsp","src-聊聊soc启动-三-atf-bl2启动流程.md"
"add boot stage info to fdt","tech/bsp","src-聊聊soc启动-九-为uboot-添加新的board.md"
"鑱婅亰SOC鍚姩锛堜簩锛?ATF BL1鍚姩娴佺▼","tech/bsp","src-聊聊soc启动-二-atf-bl1启动流程.md"
"鑱婅亰SOC鍚姩锛堜簲锛?uboot鍚姩娴佺▼涓€","tech/bsp","src-聊聊soc启动-五-uboot启动流程一.md"
"鑱婅亰SOC鍚姩锛堝叓锛?uboot鍚姩娴佺▼涓?page_type: source","tech/bsp","src-聊聊soc启动-八-uboot启动流程三.md"
"鑱婅亰SOC鍚姩锛堝叚锛?uboot鍚姩娴佺▼浜?page_type: source","tech/bsp","src-聊聊soc启动-六-uboot启动流程二.md"
"鑱婅亰SOC鍚姩锛堝崄锛?鍐呮牳鍚姩鍏堝鐭ヨ瘑","tech/bsp","src-聊聊soc启动-十-内核启动先导知识.md"
"鑱婅亰SOC鍚姩锛堝崄涓€锛?鍐呮牳鍒濆鍖?page_type: source","tech/bsp","src-聊聊soc启动-十一-内核初始化.md"
"鑱婅亰SOC鍚姩锛堝洓锛?ATF BL31鍚姩娴佺▼","tech/bsp","src-聊聊soc启动-四-atf-bl31启动流程.md"
"鑷姩椹鹃┒鑺墖鍏ラ棬 鍥藉唴澶栦富娴佸巶鍟嗕粙缁?page_type: source","tech/soc-pm","src-自动驾驶芯片入门-国内外主流厂商介绍.md"
"鑷姩椹鹃┒鑺墖鍏ラ棬 鍩虹姒傚康鍜屾灦鏋?page_type: source","tech/soc-pm","src-自动驾驶芯片入门-基础概念和架构.md"
"銆愯姱鏍告灦鏋勩€戝惉浣犺浣犲緢浜嗚ВARM锛?page_type: source","tech/bsp","src-芯核架构-听你说你很了解arm.md"
"鑺墖 璁捐娴佺▼鍏ラ棬","tech/soc-pm","src-芯片-设计流程入门.md"
"鑺墖CP娴嬭瘯杩囩▼涓殑鐑樼儰鐩殑鏄粈涔堬紵   鑰佺嫾 鐨勫洖绛?page_type: source","tech/soc-pm","src-芯片cp测试过程中的烘烤目的是什么-老狼-的回答.md"
"銆愯姱鐗嘍FX銆慉rm璋冭瘯鏋舵瀯绡?page_type: source","tech/bsp","src-芯片dfx-arm调试架构篇.md"
"銆愯姱鐗嘍FX銆戜竾瀛愰暱鏂囧拰浣犱竴璧锋帰绱rm璋冭瘯鏋舵瀯","tech/bsp","src-芯片dfx-万子长文和你一起探索arm调试架构.md"
"鑺墖涓殑鏁板鈥斺€斿潎琛″櫒EQ鍜屽畠鍦ㄩ珮閫熷閮ㄦ€荤嚎涓殑搴旂敤","tech/soc-pm","src-芯片中的数学-均衡器eq和它在高速外部总线中的应用.md"
"鑺墖鍒堕€犲伐鑹虹殑 22 绾崇背绾ф剰鍛崇潃浠€涔堬紵杩欓噷鐨勭撼绫冲崟浣嶆槸鎸囦粈涔堬紵   鍖垮悕鐢ㄦ埛 鐨勫洖绛?page_type: source","tech/soc-pm","src-芯片制造工艺的-22-纳米级意味着什么-这里的纳米单位是指什么-匿名用户-的回答.md"
"鑺墖鍜岀郴缁熷惎鍔?涓€)     ARM SOC鍚姩娴佺▼浠嬬粛","tech/bsp","src-芯片和系统启动-一-arm-soc启动流程介绍.md"
"鑺墖鎬荤嚎鏋舵瀯璁捐1   闂茶瘽ROB","tech/soc-pm","src-芯片总线架构设计1-闲话rob.md"
"鑺墖鎬荤嚎鏋舵瀯璁捐2   绯荤粺鍦板潃鏄犲皠","tech/soc-pm","src-芯片总线架构设计2-系统地址映射.md"
"鑺墖鎬荤嚎鏋舵瀯璁捐3","tech/soc-pm","src-芯片总线架构设计3.md"
"琛宐uffer鍦ㄩ€昏緫璁捐涓殑浣滅敤鍒板簳鏄粈涔堬紵","tech/soc-pm","src-行buffer在逻辑设计中的作用到底是什么.md"
"璁よ瘑SMMU浠ュ強鐞嗙悊SMMU涓嶵rustZone鐨勮仈绯伙紵","tech/bsp","src-认识smmu以及理理smmu与trustzone的联系.md"
"璁惧椹卞姩涔?UIO 鏈哄埗","tech/bsp","src-设备驱动之-uio-机制.md"
"璇戞枃锛欴DR4   Initialization, Training and Calibration","tech/dram","src-译文-ddr4-initialization-training-and-calibration.md"
"璇戞枃锛?DDR4 SDRAM   Understanding the Basics锛堜笂锛?page_type: source","tech/dram","src-译文-ddr4-sdram-understanding-the-basics-上.md"
"璇戞枃锛?DDR4 SDRAM   Understanding the Basics锛堜笅锛?page_type: source","tech/dram","src-译文-ddr4-sdram-understanding-the-basics-下.md"
"璇戞枃锛欴DR4 SDRAM   Understanding Timing Parameters","tech/dram","src-译文-ddr4-sdram-understanding-timing-parameters.md"
"璇﹁ВASIC璁捐娴佺▼","tech/soc-pm","src-详解asic设计流程.md"
"璇﹁В璁＄畻鏈轰腑鏂矾鐢憋細INTx銆丳IRQx銆両RQx鐨勫尯鍒拰鑱旂郴鏄粈涔堬紵Swizzling鍜孲traight鍙堟槸浠€涔堬紵PIC鍜孉PIC璺敱琛ㄦ€庝箞瑙ｈ锛?page_type: source","tech/peripheral","src-详解计算机中断路由-intx-pirqx-irqx的区别和联系是什么-swizzling和strai.md"
"璇烽棶 X86 涓?ARM 鐨勫姛鑰楁帶鍒舵湁浠€涔堝尯鍒紵   Luv Letter 鐨勫洖绛?page_type: source","tech/soc-pm","src-请问-x86-与-arm-的功耗控制有什么区别-luv-letter-的回答.md"
"if CONFIG_IS_ENABLED(OF_LIVE)","tech/bsp","src-超详细-uboot驱动开发-三-uboot驱动模型.md"
"瓒呰缁嗐€怳boot椹卞姩寮€鍙戙€戯紙浜岋級uboot鍚姩娴佺▼鍒嗘瀽","tech/bsp","src-超详细-uboot驱动开发-二-uboot启动流程分析.md"
"杞腑鏂細鍚冩帀浣犲灏慍PU锛?page_type: source","tech/bsp","src-软中断会吃掉你多少cpu.md"
"杩炶浇瑙ｈApple M1 SoC鐨勫嚑鐐规妧鏈繘姝ヤ箣涓€锛歁em over Fabric","tech/soc-pm","src-连载解读apple-m1-soc的几点技术进步之一-mem-over-fabric.md"
"閫夋嫨鍐呭瓨鏉＄殑蹇呭鐭ヨ瘑锛歺16鍐呭瓨鏉′负浠€涔堣繖涔堟參锛?R鍜?R閲嶈鍚楋紵","tech/dram","src-选择内存条的必备知识-x16内存条为什么这么慢-2r和1r重要吗.md"
"銆愰暱鏂囥€戣璇碪BOOT寮€鍙戠殑鍑犱釜鏍稿績闂","tech/bsp","src-长文-说说uboot开发的几个核心问题.md"
